show_id,type,title,director,cast,date_added,release_year,rating,duration,listed_in,plataforma,age_category,genres
s373,TV Show,Goldie & Bear,Desconocido,"Georgie Kidder, Justine Huxley, Natalie Lander, Jim Cummings, David Kaufman, David Lodge",2020-11-06,2015,TV-Y,2 Seasons,"Action-Adventure, Animation, Buddy",disney,Para todas las edades / niños pequeños,"['Action-Adventure', ' Animation', ' Buddy']"
s374,Movie,Mr. Magoo,Stanley Tong,"Leslie Nielsen, Kelly Lynch, Ernie Hudson, Stephen Tobolowsky, Nick Chinlund, Matt Keeslar",2020-11-06,1997,PG,88 min,"Action-Adventure, Comedy, Crime",disney,Para niños mayores,"['Action-Adventure', ' Comedy', ' Crime']"
s375,Movie,Prep & Landing,"Kevin Deters, Stevie Wermers-Skelton","Dave Foley, Sarah Chalke, Mason Cotton, Lino DiSalvo, Derek Richardson, William Sheppard",2020-11-06,2009,TV-G,23 min,"Animation, Family, Fantasy",disney,Para todas las edades / niños pequeños,"['Animation', ' Family', ' Fantasy']"
s376,Movie,Prep & Landing: Naughty vs. Nice,"Kevin Deters, Stevie Wermers-Skelton","Dave Foley, Derek Richardson, Sarah Chalke, Rob Riggle, Chris Parnell, W. Sheppard",2020-11-06,2011,TV-G,23 min,"Animation, Family, Fantasy",disney,Para todas las edades / niños pequeños,"['Animation', ' Family', ' Fantasy']"
s377,Movie,Disney Channel Halloween House Party,Trevor Moore,"Tobie Windham, Raphael Alejandro, Suzi Barrett, Isaac Ryan Brown, Kylie Cantrall, Scarlett Estevez",2020-10-30,2020,TV-G,23 min,"Comedy, Variety",disney,Para todas las edades / niños pequeños,"['Comedy', ' Variety']"
s378,TV Show,The Mandalorian,Desconocido,"Pedro Pascal, Carl Weathers, Gina Carano, Omid Abtahi, Nick Nolte",2020-10-30,2019,TV-14,2 Seasons,"Action-Adventure, Family, Science Fiction",disney,Para adolescentes,"['Action-Adventure', ' Family', ' Science Fiction']"
s379,Movie,The Sorcerer's Apprentice,Jon Turteltaub,"Nicolas Cage, Jay Baruchel, Alfred Molina, Teresa Palmer, Monica Bellucci, Omar Miller",2020-10-30,2010,PG,111 min,"Action-Adventure, Fantasy",disney,Para niños mayores,"['Action-Adventure', ' Fantasy']"
s380,TV Show,X-Ray Earth,Desconocido,No Disponible,2020-10-30,2020,TV-PG,1 Season,"Animals & Nature, Docuseries, Reality",disney,Para niños mayores,"['Animals & Nature', ' Docuseries', ' Reality']"
s381,TV Show,Gathering Storm,Desconocido,Tucker McDougall,2020-10-23,2020,TV-PG,1 Season,"Animals & Nature, Docuseries",disney,Para niños mayores,"['Animals & Nature', ' Docuseries']"
s382,TV Show,India From Above,Desconocido,Dev Patel,2020-10-23,2019,TV-PG,1 Season,"Docuseries, Reality",disney,Para niños mayores,"['Docuseries', ' Reality']"
s383,TV Show,Marvel Super Hero Adventures,Desconocido,No Disponible,2020-10-23,2017,TV-Y,4 Seasons,"Action-Adventure, Animation, Kids",disney,Para todas las edades / niños pequeños,"['Action-Adventure', ' Animation', ' Kids']"
s384,Movie,Once Upon a Snowman,"Dan Abraham, Trent Correy","Josh Gad, Idina Menzel, Kristen Bell, Jonathan Groff, Chris Williams",2020-10-23,2020,TV-PG,12 min,"Animation, Comedy, Coming of Age",disney,Para niños mayores,"['Animation', ' Comedy', ' Coming of Age']"
s385,Movie,Pompeii: Secrets Of The Dead,Ben Finney,Maite Jauregui,2020-10-23,2019,TV-PG,45 min,"Documentary, Historical",disney,Para niños mayores,"['Documentary', ' Historical']"
s386,Movie,Toy Story of Terror!,Angus MacLane,"Tom Hanks, Tim Allen, Joan Cusack, Carl Weathers, Stephen Tobolowsky, Timothy Dalton",2020-10-23,2013,TV-G,22 min,"Animation, Comedy, Family",disney,Para todas las edades / niños pequeños,"['Animation', ' Comedy', ' Family']"
s387,Movie,Beverly Hills Chihuahua,Raja Gosnell,"Piper Perabo, Manolo Cardona, Jamie Curtis, Jose Yazpik, Maury Sterling, Jesus Ochoa",2020-10-16,2008,PG,95 min,"Action-Adventure, Comedy, Family",disney,Para niños mayores,"['Action-Adventure', ' Comedy', ' Family']"
s388,Movie,Clouds,Justin Baldoni,"Fin Argus, Sabrina Carpenter, Madison Iseman, Neve Campbell, Tom Scott, Lil Rel Howery",2020-10-16,2020,PG-13,122 min,"Biographical, Drama, Music",disney,Para adolescentes,"['Biographical', ' Drama', ' Music']"
s389,Movie,Lost on Everest,Renan Ozturk,Tate Donovan,2020-10-16,2020,TV-14,60 min,"Animals & Nature, Documentary, Survival",disney,Para adolescentes,"['Animals & Nature', ' Documentary', ' Survival']"
s390,Movie,Marvel's Iron Man & Captain America: Heroes United,Leo Riley,"Adrian Pasdar, Roger Smith, Fred Tatasciore, David Kaye, Liam O'Brien, Clancy Brown",2020-10-16,2014,PG,72 min,"Action-Adventure, Animation, Science Fiction",disney,Para niños mayores,"['Action-Adventure', ' Animation', ' Science Fiction']"
s391,TV Show,Meet The Chimps,Desconocido,Jane Lynch,2020-10-16,2020,TV-PG,1 Season,"Animals & Nature, Docuseries, Family",disney,Para niños mayores,"['Animals & Nature', ' Docuseries', ' Family']"
s392,TV Show,The Rocketeer,Desconocido,"Kitana Turnbull, Billy Campbell, Kathy Najimy, Callan Farris, Frank Welker",2020-10-16,2019,TV-Y,1 Season,"Action-Adventure, Animation, Kids",disney,Para todas las edades / niños pequeños,"['Action-Adventure', ' Animation', ' Kids']"
s393,Movie,Oil Spill of The Century,Desconocido,LoÃ¯ck Peyron,2020-10-09,2019,TV-PG,45 min,"Documentary, Historical",disney,Para niños mayores,"['Documentary', ' Historical']"
s394,Movie,The Chronicles Of Narnia: The Voyage of the Dawn Treader,Michael Apted,"Georgie Henley, Skandar Keynes, Ben Barnes, Will Poulter, Tilda Swinton",2020-10-09,2010,PG,113 min,"Action-Adventure, Family, Fantasy",disney,Para niños mayores,"['Action-Adventure', ' Family', ' Fantasy']"
s395,TV Show,The Right Stuff,Desconocido,"Jake McDorman, Patrick Adams, Colin OâDonoghue, Eloise Mumford, James Lafferty, Nora Zehetner",2020-10-09,2020,TV-14,1 Season,"Drama, Historical",disney,Para adolescentes,"['Drama', ' Historical']"
s396,Movie,Wild Portugal,Christian Baumeister,Bart Thomasson,2020-10-09,2020,TV-14,45 min,"Animals & Nature, Documentary, Family",disney,Para adolescentes,"['Animals & Nature', ' Documentary', ' Family']"
s397,Movie,X2,Bryan Singer,"Patrick Stewart, Hugh Jackman, Ian McKellen, Halle Berry, Famke Janssen, James Marsden",2020-10-09,2003,PG-13,134 min,"Action-Adventure, Family, Science Fiction",disney,Para adolescentes,"['Action-Adventure', ' Family', ' Science Fiction']"
s398,Movie,Mr. Holland's Opus,Stephen Herek,"Richard Dreyfuss, Glenne Headly, Jay Thomas, W.H. Macy, Alicia Witt, Jean Kelly",2020-10-02,1996,PG,143 min,"Drama, Music",disney,Para niños mayores,"['Drama', ' Music']"
s399,Movie,Disneynature Oceans,"Jacques Perrin, Jacques Cluzaud","Pierce Brosnan, Lancelot Perrin",2020-09-25,2010,G,84 min,"Animals & Nature, Documentary, Family",disney,Para todas las edades / niños pequeños,"['Animals & Nature', ' Documentary', ' Family']"
s400,Movie,Hidden Figures,Theodore Melfi,"Taraji Henson, Octavia Spencer, Janelle MonÃ¡e, Kevin Costner, Kirsten Dunst, Jim Parsons",2020-09-25,2016,PG,128 min,"Biographical, Drama, Family",disney,Para niños mayores,"['Biographical', ' Drama', ' Family']"
s401,TV Show,Magic of Disney's Animal Kingdom,Desconocido,Josh Gad,2020-09-25,2020,TV-PG,1 Season,"Animals & Nature, Docuseries, Family",disney,Para niños mayores,"['Animals & Nature', ' Docuseries', ' Family']"
s402,Movie,Secret Society of Second-Born Royals,Desconocido,"Peyton Lee, Niles Fitch, Isabella Blake-Thomas, Olivia Deeble, Skylar Astin, Elodie Yung",2020-09-25,2020,TV-PG,99 min,"Action-Adventure, Coming of Age, Family",disney,Para niños mayores,"['Action-Adventure', ' Coming of Age', ' Family']"
s403,Movie,The Giant Robber Crab,Moritz Katz,Colin Solman,2020-09-25,2019,TV-PG,44 min,"Animals & Nature, Documentary",disney,Para niños mayores,"['Animals & Nature', ' Documentary']"
s404,TV Show,Wild Central America,Desconocido,Nigel Marven,2020-09-25,2020,TV-PG,1 Season,"Action-Adventure, Animals & Nature, Docuseries",disney,Para niños mayores,"['Action-Adventure', ' Animals & Nature', ' Docuseries']"
s405,TV Show,Ancient China from Above,Desconocido,Dr. Allan Maca,2020-09-18,2020,TV-14,1 Season,"Docuseries, Historical",disney,Para adolescentes,"['Docuseries', ' Historical']"
s406,TV Show,Becoming,Desconocido,No Disponible,2020-09-18,2020,TV-PG,1 Season,"Anthology, Docuseries, Family",disney,Para niños mayores,"['Anthology', ' Docuseries', ' Family']"
s407,TV Show,Coop & Cami Ask The World,Desconocido,"Ruby Turner, Dakota Lotus, Olivia Sanabia, Albert Tsai, Paxton Booth, Rebecca Metz",2020-09-18,2018,TV-G,2 Seasons,"Comedy, Family, Kids",disney,Para todas las edades / niños pequeños,"['Comedy', ' Family', ' Kids']"
s408,TV Show,Europe from Above,Desconocido,Julian Barratt,2020-09-18,2019,TV-G,1 Season,"Docuseries, Reality",disney,Para todas las edades / niños pequeños,"['Docuseries', ' Reality']"
s409,Movie,Ever After: A Cinderella Story,Andy Tennant,"Drew Barrymore, Anjelica Huston, Dougray Scott, Patrick Godfrey, Megan Dodds, Melanie Lynskey",2020-09-18,1998,PG-13,122 min,"Drama, Romance",disney,Para adolescentes,"['Drama', ' Romance']"
s410,TV Show,Kingdom of the Mummies,Desconocido,Kerry Shale,2020-09-18,2020,TV-14,1 Season,"Docuseries, Historical, Reality",disney,Para adolescentes,"['Docuseries', ' Historical', ' Reality']"
s411,Movie,Morning Light,Mark Monroe,Patrick Warburton,2020-09-18,2008,PG,99 min,"Documentary, Sports",disney,Para niños mayores,"['Documentary', ' Sports']"
s412,Movie,Notre Dame: Race Against The Inferno,"Fabrice Gardel, Simon Kessler, Josselin Mahot",Paul Bandey,2020-09-18,2019,TV-PG,45 min,Documentary,disney,Para niños mayores,['Documentary']
s413,TV Show,Once Upon a Time,Desconocido,"Ginnifer Goodwin, Jennifer Morrison, Robert Carlyle, Lana Parrilla, Jared Gilmore, Josh Dallas",2020-09-18,2011,TV-PG,7 Seasons,"Action-Adventure, Fantasy, Soap Opera / Melodrama",disney,Para niños mayores,"['Action-Adventure', ' Fantasy', ' Soap Opera / Melodrama']"
s414,TV Show,Soy Luna,Desconocido,"Karol Sevilla, Ruggero Pasquarelli, Valentina Zenere, Lucila Gandolfo, Michael Ronda, Carolina Kopelioff",2020-09-18,2015,TV-G,3 Seasons,"Comedy, Coming of Age, Drama",disney,Para todas las edades / niños pequeños,"['Comedy', ' Coming of Age', ' Drama']"
s415,TV Show,Violetta,Desconocido,"Diego Ramos, Martina Stoessel, Pablo Espinosa, Jorge Blanco, Mercedes Lambre, NicolÃ¡s Garnier",2020-09-18,2011,TV-G,3 Seasons,"Coming of Age, Drama, Music",disney,Para todas las edades / niños pequeños,"['Coming of Age', ' Drama', ' Music']"
s416,Movie,Christopher Robin,Marc Forster,"Ewan McGregor, Hayley Atwell, Bronte Carmichael, Mark Gatiss, Oliver Davies, Ronke Adekoluejo",2020-09-11,2018,PG,109 min,"Drama, Family, Fantasy",disney,Para niños mayores,"['Drama', ' Family', ' Fantasy']"
s417,Movie,D2: The Mighty Ducks,Sam Weisman,"Emilio Estevez, Michael Tucker, Jan RubeÅ¡, Kathryn Erbe, Joshua Jackson, Elden Ratliff",2020-09-04,1994,PG,107 min,"Comedy, Drama, Family",disney,Para niños mayores,"['Comedy', ' Drama', ' Family']"
s418,Movie,D3: The Mighty Ducks,Robert Lieberman,"Emilio Estevez, Jeffrey Nordling, David Selby, Heidi Kling, Joshua Jackson, Elden Ratliff",2020-09-04,1996,PG,104 min,"Comedy, Coming of Age, Drama",disney,Para niños mayores,"['Comedy', ' Coming of Age', ' Drama']"
s419,TV Show,Earth to Ned,Desconocido,No Disponible,2020-09-04,2020,TV-PG,1 Season,"Comedy, Parody, Science Fiction",disney,Para niños mayores,"['Comedy', ' Parody', ' Science Fiction']"
s420,Movie,Trick or Treat,Jack Hannah,No Disponible,2020-09-04,1952,TV-G,9 min,"Animation, Family, Fantasy",disney,Para todas las edades / niños pequeños,"['Animation', ' Family', ' Fantasy']"
s421,Movie,Alice Through the Looking Glass,James Bobin,"Johnny Depp, Anne Hathaway, Mia Wasikowska, Matt Lucas, Rhys Ifans, Helena Carter",2020-08-28,2016,PG,115 min,"Action-Adventure, Fantasy",disney,Para niños mayores,"['Action-Adventure', ' Fantasy']"
s422,Movie,Phineas and Ferb The Movie: Candace Against the Universe,Desconocido,"Ashley Tisdale, Vincent Martella, Ali Wong, Dan Povenmire, Alyson Stoner, Maulik Pancholy",2020-08-28,2020,TV-G,86 min,"Action-Adventure, Animation, Comedy",disney,Para todas las edades / niños pequeños,"['Action-Adventure', ' Animation', ' Comedy']"
s423,Movie,Back to the Titanic,Desconocido,No Disponible,2020-08-21,2020,TV-PG,44 min,"Documentary, Historical",disney,Para niños mayores,"['Documentary', ' Historical']"
s424,Movie,Beauty and the Beast,Bill Condon,"Emma Watson, Dan Stevens, Luke Evans, Kevin Kline, Josh Gad, Ewan McGregor",2020-08-21,2017,PG,138 min,"Family, Fantasy, Musical",disney,Para niños mayores,"['Family', ' Fantasy', ' Musical']"
s425,Movie,Mars: One Day on the Red Planet,Martin Johnson,Nigel Barber,2020-08-21,2020,TV-PG,88 min,Documentary,disney,Para niños mayores,['Documentary']
s426,Movie,The One and Only Ivan,Thea Sharrock,"Sam Rockwell, Angelina Jolie, Danny DeVito, Helen Mirren, Brooklynn Prince, RamÃ³n RodrÃ­guez",2020-08-21,2020,PG,95 min,"Drama, Family, Fantasy",disney,Para niños mayores,"['Drama', ' Family', ' Fantasy']"
s427,TV Show,"Weirdest, Bestest, Truest",Desconocido,"Charlie Engelman, Kirby Engelman",2020-08-21,2018,TV-G,1 Season,"Animals & Nature, Kids, Variety",disney,Para todas las edades / niños pequeños,"['Animals & Nature', ' Kids', ' Variety']"
s428,TV Show,Disney Junior T.O.T.S.: Calling All T.O.T.S. (Shorts),Desconocido,"Jet Jurgensmeyer, Christian Simon, Megan Hilty",2020-08-14,2020,TV-Y,1 Season,"Animation, Kids, Music",disney,Para todas las edades / niños pequeños,"['Animation', ' Kids', ' Music']"
s429,Movie,Disney Zombies 2,Paul Hoen,"Milo Manheim, Meg Donnelly, Trevor Tordjman, Kylee Russell, Carla Jeffery, Chandler Kinney",2020-08-14,2020,TV-G,84 min,"Coming of Age, Fantasy, Musical",disney,Para todas las edades / niños pequeños,"['Coming of Age', ' Fantasy', ' Musical']"
s430,Movie,India's Wild Leopards,Desconocido,"Sandesh Kadur, Priya Singh",2020-08-14,2020,TV-14,45 min,"Animals & Nature, Documentary",disney,Para adolescentes,"['Animals & Nature', ' Documentary']"
s431,TV Show,Jungle Animal Rescue,Desconocido,Dan Nachtrab,2020-08-14,2019,TV-PG,1 Season,"Animals & Nature, Docuseries, Family",disney,Para niños mayores,"['Animals & Nature', ' Docuseries', ' Family']"
s432,Movie,Magic Camp,Mark Waters,"Adam DeVine, Gillian Jacobs, Nathaniel McIntyre, Jeffrey Tambor, Cole Sand, Isabella Crovetti",2020-08-14,2020,PG,101 min,"Comedy, Family",disney,Para niños mayores,"['Comedy', ' Family']"
s433,Movie,Marvel Studios' Ant-Man and the Wasp,Peyton Reed,"Paul Rudd, Evangeline Lilly, Michael PeÃ±a, Walton Goggins, Hannah John-Kamen, David Dastmalchian",2020-08-14,2018,PG-13,120 min,"Action-Adventure, Comedy, Science Fiction",disney,Para adolescentes,"['Action-Adventure', ' Comedy', ' Science Fiction']"
s434,TV Show,Nature Boom Time,Desconocido,"Charlie Engelman, Kirby Engelman, Patrick Rahill",2020-08-14,2016,TV-G,1 Season,"Animals & Nature, Docuseries, Kids",disney,Para todas las edades / niños pequeños,"['Animals & Nature', ' Docuseries', ' Kids']"
s435,TV Show,Sam's Zookeeper Challenge,Desconocido,Sam Peltz,2020-08-14,2018,TV-G,1 Season,"Animals & Nature, Docuseries, Family",disney,Para todas las edades / niños pequeños,"['Animals & Nature', ' Docuseries', ' Family']"
s436,TV Show,Scuba Sam's World,Desconocido,Sam Peltz,2020-08-14,2018,TV-G,1 Season,"Animals & Nature, Docuseries, Kids",disney,Para todas las edades / niños pequeños,"['Animals & Nature', ' Docuseries', ' Kids']"
s437,TV Show,Spaced Out,Desconocido,Ben DeTour,2020-08-14,2018,TV-G,1 Season,"Docuseries, Kids",disney,Para todas las edades / niños pequeños,"['Docuseries', ' Kids']"
s438,Movie,The Greatest Showman,Michael Gracey,"Hugh Jackman, Zac Efron, Michelle Williams, Rebecca Ferguson, Zendaya , Keala Settle",2020-08-14,2017,PG,106 min,"Biographical, Drama, Family",disney,Para niños mayores,"['Biographical', ' Drama', ' Family']"
s439,TV Show,Weird But True!,Desconocido,"Charlie Engelman, Kirby Engelman",2020-08-14,2017,TV-G,3 Seasons,"Animals & Nature, Kids, Variety",disney,Para todas las edades / niños pequeños,"['Animals & Nature', ' Kids', ' Variety']"
s440,TV Show,Wild Cats of India,Desconocido,James Murray,2020-08-14,2020,TV-PG,1 Season,"Animals & Nature, Docuseries, Family",disney,Para niños mayores,"['Animals & Nature', ' Docuseries', ' Family']"
s441,Movie,Howard,Don Hahn,Howard Ashman,2020-08-07,2020,TV-PG,95 min,"Biographical, Documentary, Music",disney,Para niños mayores,"['Biographical', ' Documentary', ' Music']"
s442,Movie,Prince of Persia: The Sands of Time,Mike Newell,"Jake Gyllenhaal, Ben Kingsley, Gemma Arterton, Alfred Molina, Richard Coyle, Toby Kebbell",2020-08-07,2010,PG-13,117 min,"Action-Adventure, Fantasy",disney,Para adolescentes,"['Action-Adventure', ' Fantasy']"
s443,Movie,Star Wars: Galaxy's Edge-Adventure Awaits,Desconocido,"Neil Harris, Kaley Cuoco, Oscar Isaac, Sarah Hyland, Keegan-Michael Key, Jay Leno",2020-08-07,2019,TV-PG,81 min,"Documentary, Family",disney,Para niños mayores,"['Documentary', ' Family']"
s444,Movie,The Hidden Kingdoms of China,"Ben Wallis, Emma Fraser, Jess Tombs",Michelle Yeoh,2020-08-07,2020,TV-PG,88 min,"Animals & Nature, Documentary, Family",disney,Para niños mayores,"['Animals & Nature', ' Documentary', ' Family']"
s445,Movie,The Peanuts Movie,Steve Martino,"Noah Schnapp, Alex Garfin, Hadley Miller, Mariel Sheets, Venus Schultheis, Noah Johnston",2020-08-07,2015,G,89 min,"Animation, Comedy, Family",disney,Para todas las edades / niños pequeños,"['Animation', ' Comedy', ' Family']"
s446,TV Show,UFO Europe: The Untold Stories,Desconocido,Robert Ashby,2020-08-07,2012,TV-PG,1 Season,"Docuseries, Reality",disney,Para niños mayores,"['Docuseries', ' Reality']"
s447,TV Show,Animal Showdown,Desconocido,Brian Peck,2020-07-31,2018,TV-G,1 Season,"Animals & Nature, Docuseries, Family",disney,Para todas las edades / niños pequeños,"['Animals & Nature', ' Docuseries', ' Family']"
s448,TV Show,Best Job Ever,Desconocido,No Disponible,2020-07-31,2018,TV-G,1 Season,"Animals & Nature, Docuseries, Family",disney,Para todas las edades / niños pequeños,"['Animals & Nature', ' Docuseries', ' Family']"
s449,Movie,Big Cat Games,Jeremy Turner,Boone Smith,2020-07-31,2015,TV-PG,44 min,"Animals & Nature, Family, Reality",disney,Para niños mayores,"['Animals & Nature', ' Family', ' Reality']"
s450,Movie,Black Is King,BeyoncÃ© Knowles-Carter,BeyoncÃ© Knowles-Carter,2020-07-31,2020,TV-14,86 min,"Dance, Music, Musical",disney,Para adolescentes,"['Dance', ' Music', ' Musical']"
s451,Movie,Cradle of the Gods,Tim Conrad,Tim Conrad,2020-07-31,2012,TV-PG,45 min,"Documentary, Historical",disney,Para niños mayores,"['Documentary', ' Historical']"
s452,TV Show,Destination World,Desconocido,Rick Robles,2020-07-31,2018,TV-G,1 Season,"Animals & Nature, Docuseries, Kids",disney,Para todas las edades / niños pequeños,"['Animals & Nature', ' Docuseries', ' Kids']"
s453,TV Show,Fearless Adventures with Jack Randall,Desconocido,Jack Randall,2020-07-31,2018,TV-PG,1 Season,"Animals & Nature, Docuseries, Family",disney,Para niños mayores,"['Animals & Nature', ' Docuseries', ' Family']"
s454,Movie,Hunt for the Abominable Snowman,Dan Oliver,Stephen Rashbrook,2020-07-31,2011,TV-PG,45 min,Documentary,disney,Para niños mayores,['Documentary']
s455,Movie,Incredibles 2,Brad Bird,"Craig Nelson, Holly Hunter, Sarah Vowell, Huckleberry Milner, Catherine Keener, Eli Fucile",2020-07-31,2018,PG,118 min,"Action-Adventure, Animation, Family",disney,Para niños mayores,"['Action-Adventure', ' Animation', ' Family']"
s456,TV Show,King Fishers,Desconocido,Stephen Mangan,2020-07-31,2013,TV-PG,1 Season,"Action-Adventure, Animals & Nature, Docuseries",disney,Para niños mayores,"['Action-Adventure', ' Animals & Nature', ' Docuseries']"
